part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
Yes,22,No,25,Writer,43,71,98,89,32,94,23
No,22,No,7,Marketing Manager,82,19,86,93,16,39,35
No,12,No,1,Lawyer,40,66,58,46,51,30,2
No,21,Yes,20,Architect,79,14,43,27,43,25,44
No,5,Yes,16,Marketing Manager,57,90,15,28,87,30,96
No,30,No,28,Athlete,45,72,88,94,37,81,75
Yes,3,Yes,25,Writer,46,73,97,56,90,57,28
No,3,No,40,Chef,10,12,32,73,4,77,44
Yes,23,No,7,Chef,90,87,8,95,33,8,80
Yes,28,Yes,7,Doctor,54,36,89,68,64,73,37
Yes,7,No,16,Doctor,89,75,85,51,18,1,72
No,4,No,17,Software Developer,95,67,32,36,72,100,92
Yes,27,No,2,Engineer,9,86,21,7,75,12,64
No,24,Yes,36,Scientist,0,24,15,5,3,37,92
Yes,3,Yes,9,Lawyer,6,58,60,69,65,52,84
Yes,19,Yes,11,Software Developer,52,38,55,17,86,46,98
No,13,No,34,Nurse,23,36,99,63,30,25,27
No,24,No,8,Nurse,75,25,68,66,50,15,32
Yes,27,No,6,Marketing Manager,78,69,73,15,9,85,52
No,3,No,33,Psychologist,28,19,37,64,11,6,25
No,0,No,39,Writer,84,52,19,77,14,37,26
Yes,12,Yes,11,Nurse,30,67,92,70,29,61,24
No,25,No,28,Artist,55,35,98,92,41,23,1
Yes,20,No,16,Software Developer,52,23,73,49,84,85,54
No,6,Yes,17,Marketing Manager,15,55,69,54,97,97,12
Yes,17,No,7,Psychologist,88,21,8,59,90,69,55
Yes,4,No,17,Teacher,89,42,72,36,65,22,1
Yes,18,Yes,27,Marketing Manager,51,20,59,49,30,57,22
No,1,No,2,Marketing Manager,74,1,61,82,17,60,4
Yes,20,No,10,Engineer,61,22,72,100,46,38,34
No,16,Yes,15,Teacher,6,57,98,3,94,10,4
Yes,21,Yes,19,Teacher,11,87,9,82,93,6,30
Yes,10,No,35,Entrepreneur,2,51,41,52,12,38,93
Yes,13,Yes,3,Scientist,0,71,57,22,24,85,51
Yes,0,No,9,Athlete,99,90,76,27,37,65,0
Yes,11,No,40,Architect,68,75,58,48,62,73,6
No,11,Yes,24,Doctor,28,23,83,25,19,79,79
Yes,18,Yes,32,Entrepreneur,58,72,32,68,49,8,17
Yes,12,No,30,Teacher,6,17,81,87,23,90,61
No,26,No,7,Entrepreneur,59,31,21,31,81,69,2
Yes,7,Yes,40,Writer,96,81,50,7,14,56,95
No,23,No,13,Artist,34,9,98,33,28,15,58
No,7,No,3,Doctor,18,98,56,53,30,23,64
No,1,Yes,10,Scientist,50,21,10,86,68,84,1
No,22,Yes,16,Architect,19,22,6,75,34,57,41
Yes,6,No,28,Nurse,74,48,25,59,2,54,97
No,23,Yes,29,Lawyer,66,1,70,30,75,70,32
No,25,No,12,Writer,34,54,4,55,38,78,37
Yes,15,Yes,40,Writer,94,32,10,46,89,69,52
No,8,Yes,10,Athlete,63,17,37,30,34,100,28
Yes,14,Yes,19,Teacher,25,83,36,45,80,23,49
Yes,22,No,6,Scientist,30,32,92,49,70,83,52
No,6,No,37,Lawyer,75,16,49,43,37,50,40
Yes,10,No,38,Marketing Manager,4,56,93,56,92,79,41
Yes,23,Yes,28,Athlete,54,42,73,4,17,83,63
No,20,Yes,17,Artist,17,63,61,79,62,72,50
Yes,6,No,19,Psychologist,4,75,53,19,75,58,19
No,5,No,18,Engineer,6,81,12,9,17,97,87
No,21,No,17,Architect,3,75,93,68,35,72,68
No,3,Yes,37,Chef,93,23,8,62,71,52,31
No,30,Yes,23,Teacher,98,79,3,34,68,94,82
No,8,No,11,Entrepreneur,61,19,2,89,81,41,51
No,30,No,2,Entrepreneur,89,56,43,37,88,24,52
Yes,28,No,17,Doctor,87,38,9,31,44,76,63
Yes,27,Yes,11,Athlete,49,77,78,60,43,34,54
Yes,3,Yes,6,Nurse,29,55,4,9,100,90,25
Yes,0,No,31,Marketing Manager,51,30,49,64,90,50,33
No,24,No,29,Nurse,31,98,40,53,77,88,76
No,11,No,27,Marketing Manager,88,25,4,55,93,10,21
No,12,No,0,Teacher,97,87,12,71,43,77,8
Yes,29,No,16,Doctor,7,18,64,93,21,98,60
Yes,18,No,15,Chef,74,0,69,38,97,47,97
No,0,No,29,Doctor,70,94,72,78,77,21,24
Yes,1,No,2,Nurse,98,20,87,49,65,65,32
No,9,Yes,0,Athlete,30,4,15,40,82,73,45
No,17,Yes,29,Lawyer,31,4,43,84,6,22,77
Yes,6,No,0,Psychologist,17,20,27,41,6,95,7
Yes,25,Yes,0,Doctor,97,72,17,81,90,29,80
Yes,1,No,30,Engineer,97,27,66,48,58,79,56
No,28,No,17,Teacher,10,31,44,0,18,91,97
Yes,16,No,26,Chef,53,37,44,58,76,82,81
No,15,Yes,21,Software Developer,13,91,51,90,25,11,7
No,21,Yes,26,Doctor,71,34,22,52,75,66,36
No,9,Yes,4,Nurse,48,42,87,5,11,39,94
Yes,1,Yes,28,Psychologist,26,77,63,94,9,51,4
Yes,14,No,23,Software Developer,9,75,99,6,24,55,64
Yes,24,No,7,Architect,49,85,38,37,77,13,80
No,30,No,0,Nurse,48,74,96,37,36,53,99
Yes,7,Yes,33,Entrepreneur,41,34,28,74,84,32,41
Yes,1,Yes,18,Athlete,25,96,68,1,49,79,6
Yes,23,Yes,9,Nurse,59,59,18,41,34,5,29
Yes,9,Yes,32,Lawyer,12,13,28,68,21,82,24
Yes,19,Yes,35,Lawyer,93,13,44,60,8,65,13
No,29,Yes,0,Artist,49,33,20,18,23,93,68
No,1,Yes,1,Chef,6,21,11,86,49,56,38
No,19,Yes,14,Marketing Manager,92,3,75,35,89,91,5
No,1,No,10,Entrepreneur,24,23,16,28,73,9,65
No,10,No,39,Architect,64,41,0,13,0,96,15
Yes,29,Yes,39,Engineer,8,3,26,76,57,99,1
Yes,23,No,36,Entrepreneur,3,4,58,82,20,99,90
No,9,No,32,Psychologist,91,63,85,5,93,55,54
No,28,Yes,24,Lawyer,8,0,18,54,59,78,47
No,9,No,29,Engineer,95,22,80,48,70,35,91
Yes,8,Yes,7,Writer,63,6,15,44,26,13,62
Yes,17,No,12,Nurse,83,39,66,77,52,40,9
Yes,23,No,31,Psychologist,79,36,88,56,43,10,33
No,24,No,40,Athlete,51,61,74,39,85,8,85
No,9,Yes,34,Teacher,26,71,74,50,87,4,6
No,10,No,7,Athlete,17,11,71,46,15,89,43
Yes,25,Yes,30,Architect,52,94,96,92,2,96,26
No,5,No,37,Scientist,88,13,9,10,36,29,72
Yes,29,No,22,Athlete,55,37,1,45,30,4,95
No,3,No,27,Artist,6,3,86,76,17,49,70
No,6,Yes,40,Doctor,9,84,40,84,17,73,76
No,9,No,15,Scientist,32,53,74,9,2,76,81
No,29,Yes,30,Engineer,81,61,21,77,5,91,10
Yes,8,No,10,Entrepreneur,15,15,36,53,23,73,59
No,2,Yes,40,Marketing Manager,18,12,3,27,85,59,57
Yes,16,No,3,Marketing Manager,8,70,41,38,63,1,35
No,12,Yes,23,Entrepreneur,10,38,82,71,73,33,59
No,1,Yes,24,Writer,25,10,87,100,63,55,77
Yes,0,Yes,18,Doctor,19,91,81,8,41,92,20
Yes,2,No,12,Engineer,59,48,14,50,99,2,75
No,8,Yes,15,Athlete,62,20,29,48,34,77,91
No,30,No,32,Psychologist,83,37,49,60,59,27,1
Yes,0,No,19,Marketing Manager,47,49,95,54,79,8,72
No,7,Yes,24,Lawyer,9,82,2,63,40,6,89
Yes,26,No,0,Entrepreneur,80,74,58,33,78,85,63
Yes,15,Yes,18,Nurse,68,46,32,25,39,68,8
No,1,No,1,Scientist,70,19,75,45,18,16,64
Yes,28,No,5,Teacher,98,20,47,39,96,44,32
No,23,No,1,Nurse,78,14,21,44,58,7,61
Yes,11,No,22,Software Developer,92,33,88,3,72,90,27
No,6,Yes,32,Chef,72,94,38,53,29,58,64
Yes,0,Yes,19,Engineer,92,51,57,46,24,79,70
Yes,6,Yes,6,Engineer,87,92,77,45,64,55,75
No,3,No,14,Architect,48,11,27,56,90,76,60
Yes,10,Yes,1,Engineer,71,70,73,80,87,5,57
No,11,Yes,12,Software Developer,96,70,20,50,79,24,38
Yes,7,Yes,39,Scientist,5,6,59,30,76,64,95
No,14,Yes,23,Nurse,31,47,86,8,96,39,91
Yes,0,Yes,21,Architect,26,5,48,27,68,43,61
No,16,No,26,Scientist,12,30,76,82,95,6,35
Yes,2,Yes,35,Lawyer,69,38,93,82,44,35,56
No,11,Yes,9,Writer,35,74,6,37,76,25,84
Yes,23,Yes,23,Chef,94,91,50,8,4,44,19
No,14,No,2,Lawyer,15,85,69,28,82,25,90
Yes,29,Yes,37,Writer,64,58,4,12,21,87,90
No,22,Yes,27,Athlete,21,26,57,55,46,26,21
Yes,3,No,40,Marketing Manager,1,72,75,37,28,86,14
Yes,22,Yes,16,Scientist,18,29,41,83,57,33,93
Yes,24,No,35,Marketing Manager,99,77,81,76,58,84,20
No,18,No,0,Lawyer,98,80,59,94,6,40,76
No,1,No,25,Chef,38,60,75,87,29,48,63
Yes,25,Yes,16,Entrepreneur,20,17,85,43,89,35,17
Yes,10,Yes,11,Entrepreneur,83,14,88,77,92,81,98
No,29,No,0,Nurse,77,26,29,28,85,94,80
No,24,Yes,13,Nurse,89,91,70,80,50,20,92
Yes,8,No,10,Artist,78,16,84,90,62,29,43
No,23,No,34,Chef,63,83,55,1,31,61,90
No,14,Yes,40,Artist,7,88,49,21,14,80,20
Yes,28,Yes,8,Architect,94,42,34,72,72,5,44
Yes,13,Yes,38,Lawyer,6,28,19,0,49,71,17
No,24,No,0,Engineer,37,39,79,49,13,73,26
Yes,2,Yes,6,Nurse,48,88,54,7,66,28,8
No,3,No,33,Architect,46,97,23,77,22,87,69
Yes,29,No,34,Software Developer,69,13,29,7,30,33,16
No,10,Yes,26,Engineer,16,25,91,8,31,2,41
Yes,16,Yes,10,Chef,27,62,97,2,97,5,30
No,30,Yes,40,Engineer,52,83,9,80,63,57,19
No,19,No,31,Marketing Manager,97,12,6,61,41,53,31
Yes,18,No,34,Writer,79,24,91,58,28,87,45
No,9,Yes,19,Teacher,42,69,71,85,56,93,71
Yes,25,No,4,Engineer,27,4,1,89,74,60,20
Yes,22,No,9,Lawyer,52,14,48,41,16,44,66
No,24,No,38,Nurse,97,72,26,37,4,17,93
Yes,30,No,34,Lawyer,25,88,50,61,81,49,39
Yes,23,Yes,33,Architect,28,19,22,99,65,73,55
Yes,23,No,1,Engineer,94,36,86,59,5,73,66
Yes,10,Yes,22,Psychologist,9,94,68,34,70,53,57
No,26,No,20,Architect,84,29,47,29,64,90,99
No,19,No,3,Psychologist,11,39,9,76,90,25,84
Yes,1,No,6,Nurse,28,64,8,8,3,82,6
No,5,Yes,20,Artist,58,53,92,31,79,24,49
Yes,19,No,37,Architect,64,24,92,81,11,67,53
No,15,No,20,Artist,42,7,89,9,41,46,12
No,28,No,39,Lawyer,58,48,18,54,46,26,48
Yes,0,No,15,Writer,40,36,5,37,43,57,51
Yes,8,Yes,39,Writer,97,47,66,30,51,28,41
Yes,27,Yes,35,Architect,93,63,82,42,44,97,92
Yes,18,No,27,Marketing Manager,73,35,3,23,56,71,1
No,16,No,36,Software Developer,15,0,59,98,49,99,80
No,7,Yes,39,Scientist,98,8,67,67,52,5,73
Yes,21,Yes,17,Nurse,41,25,64,2,5,47,89
Yes,21,No,7,Marketing Manager,70,65,64,51,42,49,51
No,29,No,34,Software Developer,53,81,7,93,2,2,25
Yes,2,Yes,25,Psychologist,51,11,29,24,87,92,77
No,13,Yes,4,Lawyer,51,85,97,86,88,28,64
No,25,Yes,30,Engineer,56,3,6,71,4,5,88
Yes,15,No,38,Nurse,17,4,81,68,55,97,89
Yes,17,Yes,28,Chef,14,2,35,42,1,39,21
Yes,9,Yes,29,Engineer,63,71,24,41,72,96,54
Yes,7,No,25,Lawyer,23,22,34,18,90,65,32
No,27,No,25,Scientist,39,80,13,92,84,86,19
No,29,Yes,38,Chef,83,21,58,89,41,21,33
Yes,16,Yes,35,Doctor,37,51,14,16,37,59,11
Yes,20,No,16,Nurse,97,48,62,42,20,87,78
No,0,No,25,Psychologist,54,3,48,4,63,5,47
Yes,2,Yes,15,Marketing Manager,77,70,54,79,83,77,4
No,23,Yes,23,Engineer,89,61,100,97,45,93,73
No,15,No,3,Scientist,67,13,50,65,78,88,61
No,17,Yes,24,Writer,88,93,37,18,55,42,20
Yes,27,Yes,30,Chef,29,29,45,59,32,51,52
No,15,No,20,Chef,85,84,50,16,66,8,43
No,5,Yes,30,Psychologist,15,27,21,37,31,27,4
No,26,No,36,Nurse,31,47,75,7,45,36,2
Yes,22,Yes,3,Nurse,4,94,32,29,85,79,42
No,8,Yes,25,Entrepreneur,41,14,61,83,79,91,33
No,22,Yes,40,Entrepreneur,57,6,100,100,79,57,5
No,24,No,11,Teacher,37,14,30,27,35,31,16
No,8,No,11,Teacher,41,30,96,19,88,88,95
Yes,22,No,27,Nurse,23,68,38,83,97,49,29
Yes,25,No,9,Nurse,71,62,8,4,78,92,84
Yes,19,Yes,14,Doctor,2,76,40,66,39,21,62
No,6,No,18,Lawyer,35,25,49,94,98,0,28
Yes,17,No,40,Marketing Manager,55,88,35,79,57,20,44
No,28,Yes,11,Software Developer,44,69,97,56,73,38,38
No,28,Yes,24,Teacher,22,62,78,60,32,1,10
Yes,1,Yes,17,Doctor,47,27,15,1,32,98,94
No,16,Yes,39,Lawyer,13,78,54,33,42,91,49
Yes,9,No,14,Entrepreneur,23,50,54,13,70,22,58
No,25,No,16,Chef,46,61,68,23,45,81,3
No,7,No,21,Scientist,85,5,82,9,43,40,99
No,29,No,28,Architect,45,97,95,12,15,56,54
No,17,Yes,32,Marketing Manager,1,70,15,46,61,17,11
Yes,5,No,26,Teacher,34,67,18,3,2,12,83
Yes,11,No,15,Chef,16,49,37,38,73,98,82
No,17,No,30,Software Developer,44,15,53,4,98,64,88
No,28,Yes,3,Software Developer,89,4,88,78,40,100,33
Yes,21,Yes,1,Scientist,71,52,68,24,34,70,55
Yes,11,No,37,Architect,15,75,61,46,36,52,15
Yes,7,No,38,Teacher,1,45,48,31,76,61,44
Yes,27,No,32,Marketing Manager,15,94,46,74,2,30,70
Yes,8,Yes,2,Artist,70,81,32,94,86,4,46
No,21,No,18,Engineer,78,44,63,35,91,47,36
Yes,6,Yes,4,Entrepreneur,89,17,98,94,14,65,61
Yes,16,Yes,33,Marketing Manager,52,41,44,3,5,84,27
No,0,No,7,Artist,66,95,67,55,36,82,100
Yes,2,Yes,25,Marketing Manager,35,23,32,4,45,58,80
No,26,Yes,11,Nurse,11,73,87,73,78,91,49
No,6,No,9,Writer,82,20,11,69,94,6,24
No,4,No,39,Scientist,29,65,71,10,55,75,32
No,20,No,12,Software Developer,77,15,88,5,98,95,77
Yes,28,Yes,23,Chef,3,43,8,73,58,100,23
No,30,Yes,23,Entrepreneur,42,94,35,85,71,11,25
Yes,23,No,23,Nurse,52,81,4,66,12,35,35
No,6,No,31,Entrepreneur,13,18,86,65,0,32,50
No,24,No,11,Nurse,63,57,18,45,63,46,76
No,8,No,1,Artist,2,68,10,75,73,24,24
No,25,No,30,Artist,47,84,100,37,55,50,19
Yes,2,No,30,Entrepreneur,64,17,60,47,50,18,71
Yes,8,Yes,9,Athlete,84,38,16,8,6,25,89
Yes,12,Yes,26,Teacher,10,22,47,43,54,69,79
No,25,No,21,Marketing Manager,42,60,93,75,7,23,78
No,21,No,36,Architect,29,41,59,15,84,82,68
Yes,14,No,9,Teacher,47,91,85,84,82,30,0
Yes,26,No,4,Teacher,49,86,90,20,46,55,62
Yes,5,Yes,17,Engineer,91,24,63,32,27,9,37
No,16,No,6,Marketing Manager,4,85,9,88,37,32,34
Yes,16,Yes,0,Teacher,85,26,97,17,37,0,58
No,3,No,0,Writer,94,11,82,27,51,47,17
Yes,23,No,21,Writer,54,49,70,78,91,51,92
No,9,Yes,11,Athlete,38,63,6,100,18,94,98
No,14,Yes,12,Architect,99,76,90,43,17,98,26
Yes,11,No,22,Software Developer,49,29,96,38,58,4,22
No,15,Yes,39,Software Developer,52,46,69,4,12,91,67
Yes,3,Yes,6,Chef,48,6,22,28,68,41,88
No,3,Yes,35,Writer,0,34,99,23,67,32,68
No,16,Yes,40,Psychologist,88,15,38,8,98,69,65
No,20,Yes,15,Psychologist,5,73,12,62,96,60,4
No,10,No,35,Writer,53,86,82,84,23,20,78
No,26,No,25,Doctor,10,94,76,75,43,41,77
Yes,4,No,12,Marketing Manager,67,35,79,54,69,33,58
No,1,Yes,9,Nurse,65,64,78,42,95,97,90
No,22,No,16,Chef,12,47,74,89,66,0,73
Yes,18,No,35,Psychologist,65,23,68,7,46,39,86
Yes,13,No,29,Architect,28,6,65,84,32,49,93
Yes,27,No,25,Software Developer,96,72,39,11,16,90,64
Yes,2,No,27,Psychologist,100,11,26,31,24,63,100
Yes,22,Yes,18,Software Developer,0,43,14,26,27,4,92
Yes,19,Yes,38,Psychologist,9,78,47,71,25,67,73
Yes,21,Yes,34,Marketing Manager,7,95,70,53,48,66,95
Yes,9,No,38,Athlete,14,67,99,15,14,42,80
No,19,No,8,Chef,53,23,2,85,80,0,71
Yes,20,Yes,5,Lawyer,1,53,28,99,93,45,25
Yes,5,Yes,33,Chef,41,22,55,55,43,73,31
Yes,13,No,3,Psychologist,4,50,64,73,23,99,13
Yes,15,Yes,23,Entrepreneur,55,11,10,28,26,49,74
Yes,25,No,6,Engineer,27,81,39,18,54,98,71
Yes,25,No,28,Doctor,24,46,46,63,42,35,1
No,12,Yes,11,Engineer,17,50,93,93,30,71,5
No,6,Yes,4,Writer,21,49,47,24,50,5,15
No,30,Yes,12,Nurse,25,76,37,35,56,80,84
Yes,3,Yes,38,Writer,86,74,75,38,67,43,78
No,7,No,26,Architect,76,73,77,38,5,38,20
Yes,10,Yes,29,Entrepreneur,45,31,98,59,65,66,50
No,26,Yes,3,Artist,63,43,6,92,60,16,61
No,16,No,18,Writer,78,32,99,77,16,78,44
Yes,6,No,31,Doctor,48,36,59,62,11,42,42
Yes,25,Yes,34,Marketing Manager,20,72,70,56,42,16,99
Yes,16,Yes,30,Entrepreneur,4,4,87,81,25,54,61
Yes,23,No,28,Athlete,27,23,41,2,89,17,63
Yes,10,Yes,12,Architect,0,54,62,6,65,89,54
Yes,14,No,3,Teacher,80,70,88,65,59,59,2
No,0,No,36,Teacher,17,88,11,41,50,30,33
No,20,No,40,Entrepreneur,25,81,70,66,16,43,24
Yes,23,No,1,Writer,53,85,57,13,59,31,82
No,23,No,24,Psychologist,70,72,61,46,46,39,64
Yes,11,Yes,28,Chef,35,19,100,13,34,37,26
Yes,8,Yes,12,Artist,37,77,4,6,11,51,78
Yes,26,No,32,Teacher,2,27,55,57,53,18,58
No,9,No,8,Doctor,21,25,40,15,11,84,15
Yes,2,No,31,Architect,0,5,42,4,33,93,17
No,30,Yes,18,Psychologist,18,39,56,34,1,35,74
Yes,25,Yes,6,Software Developer,72,67,49,82,93,97,2
No,19,Yes,25,Doctor,57,38,8,41,92,14,25
No,20,Yes,17,Nurse,76,27,39,89,8,18,34
Yes,13,No,34,Artist,0,50,26,17,100,96,63
Yes,29,Yes,37,Artist,46,55,42,2,32,38,62
No,18,No,15,Writer,97,96,88,59,11,60,97
Yes,24,Yes,38,Engineer,77,57,95,37,94,71,49
No,2,Yes,35,Teacher,75,78,76,32,85,15,5
Yes,9,No,37,Chef,37,86,78,71,69,85,82
No,2,No,1,Chef,88,100,69,97,89,81,40
No,22,No,10,Nurse,90,59,24,73,47,55,96
Yes,26,Yes,4,Nurse,40,11,19,14,63,95,48
Yes,8,No,13,Chef,17,34,5,58,64,31,97
No,28,No,25,Writer,97,51,37,52,11,66,96
Yes,2,Yes,11,Lawyer,77,18,41,74,0,58,85
No,3,Yes,5,Engineer,21,49,4,92,95,81,6
Yes,25,No,37,Artist,42,88,51,40,62,6,94
No,19,Yes,24,Artist,12,38,23,99,92,72,36
Yes,5,No,0,Teacher,36,32,62,99,51,40,79
Yes,28,No,35,Marketing Manager,60,90,13,73,86,12,71
No,15,Yes,32,Entrepreneur,69,44,21,76,0,71,90
No,24,Yes,26,Writer,98,57,38,71,99,10,100
No,30,Yes,32,Nurse,82,70,73,62,37,77,7
No,3,No,26,Nurse,76,56,87,99,33,12,88
Yes,17,No,34,Nurse,42,28,32,76,42,70,22
Yes,21,Yes,23,Architect,39,87,13,31,56,79,93
No,6,Yes,30,Engineer,70,42,45,28,45,15,71
No,0,Yes,5,Lawyer,96,49,91,81,9,72,77
No,24,No,19,Psychologist,27,23,29,88,55,38,68
No,17,No,18,Doctor,17,59,40,49,37,17,95
No,10,Yes,18,Scientist,48,78,58,28,87,86,82
Yes,28,Yes,11,Nurse,4,55,14,13,53,23,53
Yes,27,Yes,1,Teacher,31,80,99,17,86,73,75
No,22,Yes,24,Doctor,41,47,33,8,31,47,70
Yes,26,Yes,11,Psychologist,84,3,36,95,40,23,56
Yes,25,Yes,38,Software Developer,57,97,54,91,86,74,70
No,19,No,4,Architect,14,62,48,65,79,4,10
Yes,18,Yes,28,Lawyer,81,31,19,33,37,85,36
No,21,No,8,Teacher,90,82,60,3,54,59,66
Yes,5,No,13,Engineer,42,48,30,79,46,67,17
Yes,27,No,8,Lawyer,72,82,93,62,68,9,81
Yes,19,No,24,Software Developer,95,58,96,12,90,68,71
No,13,No,5,Doctor,70,82,3,67,83,63,31
Yes,9,Yes,15,Nurse,30,74,58,0,64,56,31
No,23,No,31,Writer,57,10,53,88,27,71,70
Yes,4,Yes,7,Nurse,4,61,32,80,93,11,42
No,20,Yes,38,Architect,35,89,20,38,67,50,62
No,4,No,28,Athlete,60,27,1,45,19,20,32
Yes,2,No,11,Lawyer,49,84,31,44,66,1,86
No,15,No,14,Teacher,56,71,64,26,57,55,6
Yes,12,No,22,Doctor,26,69,33,66,41,40,68
No,10,Yes,3,Writer,54,4,39,58,61,25,57
Yes,18,Yes,32,Software Developer,24,75,99,28,0,49,89
No,13,Yes,30,Scientist,11,42,75,72,60,56,86
No,16,Yes,20,Architect,22,18,81,69,74,36,84
No,10,No,18,Architect,58,37,64,16,97,56,98
No,10,No,32,Teacher,91,89,46,49,39,57,46
No,10,No,32,Architect,83,20,30,18,95,99,24
No,8,No,26,Entrepreneur,42,53,14,94,99,58,18
No,11,No,13,Scientist,16,49,50,70,42,51,86
No,17,Yes,6,Entrepreneur,54,64,59,47,33,78,63
Yes,24,No,39,Nurse,82,35,25,84,81,15,56
Yes,5,No,30,Scientist,69,13,48,19,51,74,10
No,11,No,9,Athlete,24,66,98,1,81,58,52
Yes,16,No,3,Lawyer,9,29,95,69,41,82,81
No,12,No,18,Lawyer,35,39,33,36,92,8,31
No,7,No,37,Artist,100,51,49,62,40,12,15
Yes,18,No,2,Software Developer,45,2,72,30,71,84,62
No,2,Yes,16,Athlete,90,85,23,29,39,97,48
No,6,Yes,8,Entrepreneur,16,20,18,100,90,87,35
Yes,30,No,25,Artist,1,11,65,21,87,93,35
No,16,Yes,40,Lawyer,27,33,97,56,72,95,75
Yes,28,Yes,26,Entrepreneur,5,61,69,8,20,32,16
No,7,Yes,38,Doctor,31,73,99,70,62,73,89
No,17,No,6,Athlete,65,47,33,67,20,23,11
No,5,Yes,12,Architect,93,22,45,97,0,73,77
No,6,No,39,Engineer,55,76,84,60,76,44,81
Yes,5,Yes,40,Doctor,46,47,98,34,83,6,96
Yes,26,Yes,9,Psychologist,60,40,20,41,29,73,78
No,2,No,25,Psychologist,77,73,83,72,55,30,32
No,5,No,15,Software Developer,86,63,85,58,21,1,73
Yes,23,Yes,37,Marketing Manager,9,6,97,82,81,91,89
Yes,27,No,38,Software Developer,92,54,33,36,33,72,87
No,13,Yes,17,Marketing Manager,19,94,45,20,51,94,51
No,25,Yes,34,Artist,29,47,98,75,1,92,83
No,28,Yes,36,Lawyer,66,90,3,10,58,90,80
No,14,Yes,37,Architect,65,88,13,2,36,60,69
Yes,8,No,26,Athlete,42,0,76,71,95,0,20
Yes,9,No,6,Chef,66,74,80,23,81,98,54
No,12,No,24,Psychologist,88,30,87,18,27,14,48
Yes,1,Yes,15,Psychologist,50,50,43,53,78,80,41
No,11,No,12,Writer,96,53,65,69,1,49,96
No,4,Yes,22,Doctor,100,84,86,74,51,76,17
No,11,No,28,Doctor,48,56,10,72,14,66,90
Yes,15,No,21,Athlete,31,74,95,41,42,65,98
Yes,19,No,16,Teacher,68,89,56,88,94,14,48
No,15,Yes,9,Artist,67,99,67,20,36,97,39
No,28,Yes,35,Software Developer,72,66,37,98,49,32,8
Yes,2,Yes,22,Artist,17,5,99,26,4,94,46
No,0,Yes,28,Engineer,67,48,98,36,27,76,50
Yes,19,Yes,17,Chef,6,24,99,29,84,80,12
No,12,No,2,Athlete,46,67,65,48,38,9,9
No,30,Yes,21,Lawyer,16,46,27,44,2,16,74
No,3,Yes,10,Doctor,46,60,69,27,1,44,65
Yes,27,No,7,Writer,0,91,62,82,11,84,73
Yes,10,No,5,Athlete,56,90,6,12,20,52,52
Yes,9,No,27,Scientist,55,20,100,81,51,88,45
No,20,No,34,Nurse,89,38,46,82,47,15,42
No,1,Yes,21,Nurse,34,31,95,46,5,56,11
Yes,21,Yes,11,Lawyer,26,45,99,73,68,10,4
No,11,No,24,Engineer,22,9,93,5,6,78,76
Yes,12,Yes,22,Marketing Manager,55,14,95,17,75,42,98
Yes,22,Yes,37,Engineer,56,56,27,57,37,11,60
No,8,No,14,Marketing Manager,30,50,7,18,80,37,38
No,7,Yes,4,Entrepreneur,11,9,40,53,85,18,52
No,10,No,35,Software Developer,73,19,0,84,9,21,54
No,8,No,19,Nurse,49,72,39,64,28,84,9
No,18,Yes,39,Artist,44,43,91,60,27,53,21
No,18,Yes,34,Software Developer,5,4,12,0,58,41,59
No,27,Yes,32,Engineer,96,48,70,34,37,49,93
Yes,10,Yes,37,Chef,77,8,83,87,60,90,18
No,13,No,11,Lawyer,29,28,89,71,4,26,14
No,23,Yes,34,Nurse,16,19,62,22,80,37,43
No,19,Yes,10,Scientist,49,21,83,38,15,31,89
Yes,6,No,35,Nurse,4,76,99,13,29,87,74
Yes,3,No,13,Psychologist,37,3,88,71,78,30,89
Yes,15,Yes,31,Chef,79,16,54,66,36,68,0
No,25,No,5,Architect,94,58,72,76,78,58,30
No,20,Yes,38,Chef,77,64,53,14,45,99,38
No,24,No,10,Chef,86,66,91,82,39,44,2
Yes,22,Yes,8,Doctor,11,8,100,47,6,12,18
No,12,Yes,36,Engineer,54,59,17,69,64,19,17
Yes,18,No,1,Marketing Manager,77,66,69,96,77,52,90
Yes,18,No,19,Architect,55,9,11,73,42,57,91
Yes,0,No,30,Writer,45,72,35,69,10,85,13
No,19,No,4,Chef,69,45,51,73,47,37,59
No,28,No,32,Nurse,30,7,51,80,70,1,26
Yes,20,Yes,7,Architect,40,14,88,58,98,87,21
No,27,Yes,30,Scientist,17,32,81,90,4,64,98
No,20,Yes,11,Architect,79,89,7,55,86,14,31
No,27,No,4,Teacher,25,73,11,73,52,69,28
Yes,15,Yes,19,Writer,38,89,84,15,90,23,0
No,10,Yes,32,Athlete,85,82,45,62,53,37,42
Yes,6,No,22,Doctor,35,0,24,8,7,31,73
No,9,No,21,Entrepreneur,57,77,21,83,28,64,59
Yes,5,Yes,33,Lawyer,0,19,24,97,31,36,86
Yes,13,No,6,Engineer,89,17,67,64,69,4,35
Yes,9,No,19,Psychologist,98,76,69,100,80,9,15
No,9,No,2,Software Developer,28,5,76,37,44,41,1
Yes,21,No,19,Doctor,52,32,79,21,23,48,55
Yes,27,No,30,Doctor,60,46,82,76,19,37,6
No,18,No,37,Lawyer,62,89,67,31,50,39,97
